StudentID,StudentName,节点1收益,节点2收益,节点3收益,总收益,20好感礼物数,40好感礼物数,60好感礼物数,120好感礼物数,180好感礼物数,240好感礼物数,节点1推荐顺序,节点2推荐顺序,节点3推荐顺序
10073,忧（泳装）,21.9808,20.4157,61.3380,103.7345,1.6261,0.2293,0.2479,0.2207,0.0000,0.0184,花->光芒,翡翠花->郁金香->蒲公英->花,花->灿烂->闪亮
20028,日向（泳装）,20.3459,19.7687,59.0743,99.1889,1.8814,0.0736,0.1483,0.2207,0.0000,0.0184,花->光芒,金盏花->翡翠花->木莲花->花,花->灿烂->闪亮
16013,小春（泳装）,20.3459,19.1151,59.0743,98.5353,1.9140,0.0575,0.1319,0.2207,0.0000,0.0184,花->光芒,翡翠花->郁金香->花->其它花,花->灿烂->闪亮
10074,花子（泳装）,21.0725,20.0632,61.1841,102.3198,1.7734,0.1950,0.0743,0.2024,0.0184,0.0184,花->光芒,翡翠花->樱花->木莲花->花,花->灿烂->闪亮
20029,三森（泳装）,21.7991,20.4667,63.2939,105.5598,1.4313,0.5406,0.1314,0.1840,0.0368,0.0184,花->光芒,翡翠花->郁金香->金盏花->樱花,花->灿烂->闪亮
10075,芽留,21.4358,19.5055,61.6872,102.6285,1.4677,0.5775,0.0582,0.2024,0.0184,0.0184,花->光芒,紫薇花->郁金香->花->其它花,花->灿烂->闪亮
13013,红叶,20.7092,18.9265,59.5774,99.2131,1.6975,0.3483,0.0575,0.2207,0.0000,0.0184,花->光芒,郁金香->樱花->花->其它花,花->灿烂->闪亮
10076,琴里（应援团）,20.3459,18.8958,59.0743,98.3160,1.7867,0.2593,0.0573,0.2207,0.0000,0.0184,花->光芒,牵牛花->杜鹃花->郁金香->花,花->灿烂->闪亮
20030,晴奈（运动服）,20.5275,18.9853,60.4296,99.9424,1.7383,0.3058,0.0592,0.2024,0.0184,0.0184,花->光芒,水仙花->牵牛花->花->其它花,花->灿烂->闪亮
10077,一花,20.5275,19.2057,61.5333,101.2666,1.7194,0.3232,0.0608,0.1840,0.0368,0.0184,花->光芒,樱花->玫瑰->木莲花->花,花->灿烂->闪亮
10078,霞,19.9825,18.3998,58.5713,96.9536,1.9268,0.1173,0.0592,0.2207,0.0000,0.0184,花->光芒,蒲公英->紫薇花->花->其它花,花->灿烂->闪亮
20031,时雨（温泉）,19.8009,18.6909,58.3198,96.8116,1.9715,0.0575,0.0744,0.2207,0.0000,0.0184,花->光芒,杜鹃花->郁金香->花->其它花,花->灿烂->闪亮
10079,御坂美琴,19.0742,17.6167,55.1063,91.7972,2.1033,0.0000,0.0000,0.2391,0.0000,0.0000,花->光芒,花->其它花->光芒,花->灿烂->闪亮
10080,食蜂操祈,19.0742,17.6167,55.1063,91.7972,2.1033,0.0000,0.0000,0.2391,0.0000,0.0000,花->光芒,花->其它花->光芒,花->灿烂->闪亮
26011,佐天泪子,19.0742,17.6167,55.1063,91.7972,2.1033,0.0000,0.0000,0.2391,0.0000,0.0000,花->光芒,花->其它花->光芒,花->灿烂->闪亮
10081,紫草,20.3459,19.1816,60.1781,99.7055,1.7924,0.2365,0.0744,0.2024,0.0184,0.0184,花->光芒,木莲花->水仙花->花->其它花,花->灿烂->闪亮
10082,莲华,20.8908,19.7917,60.9326,101.6151,1.8438,0.0640,0.1956,0.2024,0.0184,0.0184,花->光芒,金盏花->百合花->郁金香->花,花->灿烂->闪亮
10083,桔梗,21.7991,19.9112,61.0865,102.7968,1.6842,0.1891,0.2300,0.2207,0.0000,0.0184,花->光芒,郁金香->杜鹃花->花->其它花,花->灿烂->闪亮
20032,艾米（泳装）,20.8908,19.6918,58.7251,99.3078,1.7292,0.2408,0.1333,0.2207,0.0184,0.0000,花->光芒,翡翠花->蒲公英->玫瑰->花,花->灿烂->闪亮
10084,小玉（露营）,20.3459,18.6658,60.1781,99.1897,1.8118,0.2332,0.0583,0.2024,0.0184,0.0184,花->光芒,紫薇花->花->其它花->光芒,花->灿烂->闪亮
10085,晴（露营）,19.9825,18.4503,58.5713,97.0042,1.9181,0.1278,0.0574,0.2207,0.0000,0.0184,花->光芒,郁金香->牵牛花->玫瑰->花,花->灿烂->闪亮
10087,亚子（礼服）,21.0725,19.7317,61.1841,101.9883,1.6785,0.2933,0.1316,0.2024,0.0184,0.0184,花->光芒,杜鹃花->蒲公英->郁金香->花,花->灿烂->闪亮
16014,伊吹,21.7991,19.9027,63.2939,104.9957,1.5759,0.3519,0.1755,0.2024,0.0000,0.0368,花->光芒,紫薇花->水仙花->花->其它花,花->灿烂->闪亮
20033,真琴,21.2542,19.6515,60.3319,101.2376,1.7352,0.1905,0.1776,0.2207,0.0000,0.0184,花->光芒,蒲公英->桔梗花->花->紫薇花,花->灿烂->闪亮
10086,日奈（礼服）,20.3459,18.9287,59.0743,98.3489,1.9157,0.0643,0.1234,0.2207,0.0000,0.0184,花->光芒,百合花->蒲公英->花->其它花,花->灿烂->闪亮
10088,佳代子（礼服）,20.3459,18.9287,59.0743,98.3489,1.9157,0.0643,0.1234,0.2207,0.0000,0.0184,花->光芒,玫瑰->蒲公英->花->其它花,花->灿烂->闪亮
10089,爱露（礼服）,20.8908,19.2170,59.8289,99.9367,1.8660,0.0593,0.1780,0.2207,0.0000,0.0184,花->光芒,蒲公英->花->其它花->光芒,花->灿烂->闪亮
20034,明里（正月）,19.8009,18.4031,58.3198,96.5238,1.9799,0.0591,0.0643,0.2207,0.0000,0.0184,花->光芒,百合花->水仙花->花->其它花,花->灿烂->闪亮
10090,海香,20.7092,19.1117,59.5774,99.3983,1.6803,0.3648,0.0582,0.2207,0.0000,0.0184,花->光芒,紫薇花->桔梗花->花->蒲公英,花->灿烂->闪亮
20035,椿（导游）,20.8908,19.3030,60.9326,101.1265,1.6300,0.4090,0.0643,0.2024,0.0184,0.0184,花->光芒,牡丹->郁金香->花->其它花,花->灿烂->闪亮
10091,和纱（乐队）,20.8908,19.2418,59.8289,99.9615,1.7444,0.2405,0.1184,0.2207,0.0000,0.0184,花->光芒,水仙花->玫瑰->花->蒲公英,花->灿烂->闪亮
10092,好美（乐队）,20.7092,19.0617,59.5774,99.3483,1.8057,0.1792,0.1184,0.2207,0.0000,0.0184,花->光芒,水仙花->樱花->花->其它花,花->灿烂->闪亮
16015,爱莉（乐队）,20.7092,19.1948,59.5774,99.4814,1.7924,0.1925,0.1184,0.2207,0.0000,0.0184,花->光芒,水仙花->木莲花->花->其它花,花->灿烂->闪亮
10093,绮罗罗,20.5275,19.1543,61.5333,101.2151,1.8466,0.1350,0.1218,0.2024,0.0000,0.0368,花->光芒,樱花->木莲花->花->其它花,花->灿烂->闪亮
10094,桃井（女仆）,20.3459,18.9922,60.1781,99.5161,1.7908,0.2483,0.0642,0.2024,0.0184,0.0184,花->光芒,玫瑰->牡丹->牵牛花->花,花->灿烂->闪亮
10095,绿（女仆）,20.1642,19.0899,58.8228,98.0769,1.8447,0.1844,0.0743,0.2207,0.0000,0.0184,花->光芒,金盏花->牵牛花->玫瑰->花,花->灿烂->闪亮
20036,芹香（泳装）,20.8908,19.7900,59.8289,100.5097,1.7194,0.2506,0.1333,0.2207,0.0000,0.0184,花->光芒,翡翠花->蒲公英->木莲花->花,花->灿烂->闪亮
10096,康娜（泳装）,21.0725,19.6806,60.0804,100.8335,1.6842,0.2873,0.1319,0.2207,0.0000,0.0184,花->光芒,翡翠花->郁金香->花->其它花,花->灿烂->闪亮
20037,吹雪（泳装）,21.6175,20.3241,60.8349,102.7766,1.6100,0.3014,0.1919,0.2207,0.0000,0.0184,花->光芒,翡翠花->水仙花->牵牛花->玫瑰,花->灿烂->闪亮
26012,桐乃（泳装）,20.5275,19.5287,59.3258,99.3821,1.8421,0.1229,0.1383,0.2207,0.0000,0.0184,花->光芒,翡翠花->牵牛花->水仙花->花,花->灿烂->闪亮
10097,萌绘（泳装）,20.8908,19.8455,59.8289,100.5652,1.5956,0.4336,0.0742,0.2207,0.0000,0.0184,花->光芒,翡翠花->玫瑰->桔梗花->樱花,花->灿烂->闪亮
10098,星野（临战）,21.2542,19.5505,61.4356,102.2403,1.7474,0.1772,0.1787,0.2024,0.0184,0.0184,花->光芒,蒲公英->樱花->水仙花->花,花->灿烂->闪亮
10099,星野（临战）,21.2542,19.5505,61.4356,102.2403,1.7474,0.1772,0.1787,0.2024,0.0184,0.0184,花->光芒,蒲公英->樱花->水仙花->花,花->灿烂->闪亮
10100,白子＊恐怖,19.8009,18.4596,57.2160,95.4766,1.9745,0.0644,0.0644,0.2207,0.0184,0.0000,花->光芒,牵牛花->花->其它花->光芒,花->灿烂->闪亮
26013,亚津子（泳装）,22.1625,20.8114,62.6932,105.6671,1.4246,0.4901,0.1886,0.2024,0.0184,0.0184,花->光芒,翡翠花->郁金香->桔梗花->杜鹃花,花->灿烂->闪亮
10101,纱织（泳装）,21.4358,20.2680,61.6872,103.3910,1.7886,0.0580,0.2568,0.2024,0.0184,0.0184,花->光芒,翡翠花->樱花->花->水仙花,花->灿烂->闪亮
10102,日和（泳装）,21.4358,20.0937,60.5834,102.1130,1.6729,0.2402,0.1902,0.2207,0.0000,0.0184,花->光芒,翡翠花->水仙花->郁金香->百合花,花->灿烂->闪亮
10103,真里奈（旗袍）,21.0725,19.2893,62.2879,102.6496,1.5759,0.4692,0.0582,0.1840,0.0368,0.0184,花->光芒,紫薇花->蒲公英->花->其它花,花->灿烂->闪亮
20038,巴（旗袍）,20.8908,19.2843,62.0363,102.2115,1.6245,0.4183,0.0606,0.1840,0.0368,0.0184,花->光芒,郁金香->木莲花->樱花->花,花->灿烂->闪亮
10104,丽情,20.1642,19.1153,58.8228,98.1023,1.8421,0.1869,0.0743,0.2207,0.0000,0.0184,花->光芒,杜鹃花->牵牛花->蒲公英->花,花->灿烂->闪亮
20039,妃咲,21.2542,19.9719,61.4356,102.6617,1.4966,0.5325,0.0743,0.2024,0.0184,0.0184,花->光芒,金盏花->郁金香->桔梗花->花,花->灿烂->闪亮
10105,玛丽（偶像）,20.1642,19.4727,58.8228,98.4597,1.9548,0.0000,0.1485,0.2207,0.0000,0.0184,花->光芒,金盏花->木莲花->花->其它花,花->灿烂->闪亮
10106,樱子（偶像）,21.4358,20.1220,61.6872,103.2450,1.4380,0.5912,0.0742,0.2024,0.0184,0.0184,花->光芒,杜鹃花->郁金香->桔梗花->蒲公英,花->灿烂->闪亮
16016,美祢（偶像）,21.2542,19.7370,61.4356,102.4268,1.7361,0.1849,0.1823,0.2024,0.0184,0.0184,花->光芒,樱花->牡丹->紫薇花->牵牛花,花->灿烂->闪亮
10107,千秋,20.7092,18.9103,60.6811,100.3006,1.6994,0.3463,0.0576,0.2024,0.0184,0.0184,花->光芒,郁金香->花->蒲公英->其它花,花->灿烂->闪亮
20040,皋月,20.8908,19.2064,60.9326,101.0298,1.6262,0.4196,0.0575,0.2024,0.0184,0.0184,花->光芒,郁金香->杜鹃花->花->蒲公英,花->灿烂->闪亮
10108,优香（睡衣）,20.7092,19.3803,61.7848,101.8743,1.6654,0.3738,0.0642,0.1840,0.0368,0.0184,花->光芒,牡丹->玫瑰->樱花->花,花->灿烂->闪亮
10109,诺亚（睡衣）,21.4358,19.6727,62.7909,103.8994,1.4493,0.5966,0.0574,0.1840,0.0368,0.0184,花->光芒,郁金香->牡丹->樱花->花,花->灿烂->闪亮
10110,圣娅,21.0725,19.3449,60.0804,100.4978,1.5690,0.4768,0.0575,0.2207,0.0000,0.0184,花->光芒,郁金香->桔梗花->花->蒲公英,花->灿烂->闪亮
10112,明日奈（制服）,20.3459,18.8551,59.0743,98.2753,1.9203,0.0610,0.1220,0.2207,0.0000,0.0184,花->光芒,樱花->花->其它花->光芒,花->灿烂->闪亮
26014,花凛（制服）,19.9825,18.9920,58.5713,97.5459,1.8978,0.1313,0.0743,0.2207,0.0000,0.0184,花->光芒,金盏花->木莲花->郁金香->花,花->灿烂->闪亮
10111,妮露（制服）,21.2542,19.6252,60.3319,101.2113,1.4985,0.5469,0.0579,0.2207,0.0000,0.0184,花->光芒,紫薇花->桔梗花->牵牛花->玫瑰,花->灿烂->闪亮
20041,莉音,20.5275,19.0700,59.3258,98.9233,1.7270,0.3185,0.0578,0.2207,0.0000,0.0184,花->光芒,玫瑰->桔梗花->紫薇花->蒲公英,花->灿烂->闪亮
20042,真纪（露营）,20.7092,19.2276,60.6811,100.6179,1.7966,0.1845,0.1222,0.2024,0.0184,0.0184,花->光芒,玫瑰->紫薇花->牵牛花->花,花->灿烂->闪亮
10113,濑名（便服）,20.3459,19.2775,59.0743,98.6977,1.7826,0.2464,0.0743,0.2207,0.0000,0.0184,花->光芒,杜鹃花->桔梗花->蒲公英->花,花->灿烂->闪亮
10114,朱莉（打工）,19.9825,19.0247,58.5713,97.5785,1.8945,0.1345,0.0743,0.2207,0.0000,0.0184,花->光芒,木莲花->金盏花->樱花->花,花->灿烂->闪亮
20043,泉（正月）,20.1642,18.5768,57.7191,96.4601,1.8660,0.1780,0.0593,0.2207,0.0184,0.0000,花->光芒,水仙花->花->其它花->光芒,花->灿烂->闪亮
10115,丽,19.6192,18.1935,58.0683,95.8810,1.9157,0.1877,0.0000,0.2207,0.0000,0.0184,花->光芒,玫瑰->蒲公英->花->其它花,花->灿烂->闪亮
20044,堇（打工）,19.9825,18.7624,59.6750,98.4200,1.9007,0.1384,0.0643,0.2024,0.0184,0.0184,花->光芒,牵牛花->杜鹃花->花->其它花,花->灿烂->闪亮
10116,サオリ（ドレス）,20.1642,18.8028,59.9265,98.8936,1.8466,0.1959,0.0609,0.2024,0.0184,0.0184,花->光芒,樱花->木莲花->花->其它花,花->灿烂->闪亮
